ticker,rows,jump_count,drop_count,volume_spike_count,volatility_shock_count,regime_shift_count,event_count,event_rate
MMM,9121,122,122,215,756,0,1018,0.11161056901655521
MO,9121,101,153,209,795,0,1065,0.11676351277272229
MRK,9121,98,126,191,786,0,1020,0.11182984321894529
MSFT,9121,109,119,159,717,0,934,0.10240105251617147
MU,9121,114,115,130,686,0,905,0.09922157658151519
NFLX,5995,69,78,127,468,0,619,0.10325271059216014
NVDA,6832,85,80,103,525,0,682,0.09982435597189696
ORCL,9121,107,114,181,762,0,1003,0.10996601249862954
PG,9121,115,119,217,771,0,1034,0.11336476263567591
PHM,9121,116,115,113,687,0,910,0.0997697620874904
PLTR,1374,17,13,27,103,0,141,0.10262008733624454
PM,4532,45,68,71,338,0,458,0.10105913503971757
RCL,8281,115,139,161,764,0,986,0.11906774544137182
ROST,9121,114,105,131,805,0,1011,0.11084310930818989
RTX,9121,125,119,171,654,0,918,0.10064685889705076
STZ,8563,98,120,155,787,0,1009,0.1178325353264043
TGT,9121,115,124,152,770,0,992,0.10876000438548404
TMO,9121,136,135,139,691,0,947,0.10382633483170704
TMUS,4761,58,64,85,299,0,435,0.09136735979836169
TSLA,3956,55,57,88,286,0,394,0.09959555106167846
UNH,9121,109,123,172,826,0,1042,0.11424185944523627
V,4530,46,70,85,395,0,499,0.11015452538631347
VLTO,617,3,7,8,37,0,51,0.08265802269043761
WFC,9121,116,125,164,640,0,907,0.09944085078390527
WMT,9121,112,102,193,770,0,988,0.10832145598070388
XOM,9121,115,128,200,810,0,1050,0.11511895625479662
