ticker,rows,jump_count,drop_count,volume_spike_count,volatility_shock_count,regime_shift_count,event_count,event_rate
A,6623,69,100,106,491,0,664,0.10025668126226786
AAPL,9121,97,127,161,705,0,927,0.10163359280780616
ABBV,3324,28,46,64,214,0,303,0.09115523465703972
ABNB,1324,10,19,26,39,0,79,0.05966767371601209
ABT,9121,108,116,167,674,0,918,0.10064685889705076
ACN,6204,73,102,133,511,0,679,0.1094455190199871
ADBE,9121,110,125,174,742,0,976,0.10700581076636334
AES,8746,93,131,143,731,0,948,0.10839240795792363
AFL,9121,108,130,156,710,0,944,0.10349742352812191
AKAM,6637,79,69,127,539,0,705,0.10622269097483802
ALB,8073,103,115,142,590,0,837,0.10367892976588629
ALGN,6322,69,76,122,567,0,724,0.11452072129073078
ALL,8256,114,120,140,687,0,895,0.10840600775193798
ALLE,3102,35,55,46,240,0,334,0.10767246937459704
AMD,9121,129,120,179,708,0,967,0.10601907685560794
AMZN,7257,95,91,156,424,0,625,0.08612374259335814
AOS,9121,124,120,135,705,0,954,0.10459379454007237
APD,9121,115,119,129,675,0,900,0.09867339107553996
APTV,3604,37,55,54,247,0,340,0.09433962264150944
ARE,7249,89,136,123,723,0,925,0.12760380742171334
AVGO,4181,59,53,98,330,0,463,0.1107390576417125
AXP,9121,119,123,186,710,0,946,0.10371669773051201
BAC,9121,124,137,191,659,0,930,0.1019625041113913
BBY,9121,101,121,192,708,0,944,0.10349742352812191
BK,9121,125,132,128,784,0,1021,0.11193948032014034
BKNG,6785,89,89,149,465,0,659,0.09712601326455417
BLDR,5215,73,60,82,461,0,596,0.11428571428571428
BLK,6657,89,99,128,647,0,829,0.124530569325522
BMY,9121,97,115,188,796,0,1031,0.11303585133209078
C,9121,121,135,204,873,0,1102,0.12082008551693893
CAT,9121,111,129,145,703,0,940,0.10305887512334173
CCL,9121,128,130,190,879,0,1110,0.12169718232649929
CL,9121,107,133,158,856,0,1064,0.11665387567152724
CLX,9121,124,126,165,772,0,1015,0.11128165771297006
CMCSA,9121,107,117,173,619,0,873,0.09571318934327376
CMG,5069,62,68,111,410,0,531,0.10475438942592227
COF,7887,99,123,149,707,0,926,0.11740839355902118
COP,9121,100,128,143,855,0,1080,0.11840806929064795
COST,9121,97,107,162,892,0,1082,0.11862734349303804
CPB,9121,138,137,179,819,0,1109,0.12158754522530424
CRM,5471,75,73,119,475,0,623,0.11387314933284591
CSCO,9088,90,125,170,851,0,1070,0.11773767605633803
CVS,9121,103,113,169,754,0,980,0.10744435917114352
CVX,9121,108,134,194,768,0,1009,0.1106238351057998
DE,9121,121,125,163,710,0,966,0.10590943975441289
DHI,8507,114,103,101,567,0,779,0.09157164687904079
DHR,9121,121,115,145,666,0,928,0.10174322990900121
DIS,9121,108,125,181,724,0,971,0.10645762526038811
DLTR,7812,101,89,158,587,0,805,0.10304659498207885
DUK,9121,102,140,168,858,0,1109,0.12158754522530424
EL,7633,91,103,139,601,0,804,0.10533211057251408
EMR,9121,119,118,143,661,0,888,0.09735774586119943
EXPE,5199,60,54,103,427,0,545,0.10482785150990576
FDX,9121,132,113,166,862,0,1097,0.1202719000109637
GE,9121,122,125,229,780,0,1060,0.11621532726674706
GILD,8601,115,105,143,576,0,800,0.09301244041390536
GM,3856,50,54,71,179,0,297,0.07702282157676349
GOOG,5431,61,91,96,469,0,602,0.11084514822316333
GOOGL,5431,59,86,105,464,0,596,0.10974037930399558
GS,6762,76,102,132,651,0,811,0.1199349304939367
HD,9121,114,113,195,754,0,1009,0.1106238351057998
HON,9121,115,128,147,826,0,1051,0.11522859335599167
IBM,9121,110,130,190,832,0,1051,0.11522859335599167
INTC,9121,106,116,161,731,0,961,0.10536125424843767
INTU,8313,102,117,138,784,0,967,0.11632383014555515
ISRG,6478,82,89,143,415,0,597,0.09215807347946897
JNJ,9121,120,131,192,700,0,948,0.10393597193290209
JPM,9121,134,131,173,790,0,1035,0.11347439973687096
KEYS,2871,31,45,59,195,0,288,0.10031347962382445
KO,9121,119,133,174,857,0,1096,0.12016226290976867
KVUE,722,6,7,16,87,0,98,0.13573407202216067
LEN,9121,143,118,137,815,0,1072,0.1175309724810876
LIN,8499,111,123,138,696,0,932,0.10965995999529356
LLY,9121,118,120,202,822,0,1094,0.11994298870737857
LMT,9121,111,136,198,757,0,1036,0.113584036838066
LNT,9121,102,132,172,830,0,1105,0.12114899682052406
LOW,9121,119,113,130,619,0,859,0.09417826992654314
LULU,4692,54,58,98,481,0,593,0.126385336743393
LW,2351,21,30,48,206,0,261,0.11101658868566568
MA,4986,56,81,85,415,0,539,0.1081026875250702
MAR,7043,91,111,132,642,0,830,0.1178475081641346
MCD,9121,118,104,174,760,0,991,0.108650367284289
META,3479,33,45,72,317,0,392,0.11267605633802817
MGM,9121,129,119,160,786,0,1010,0.11073347220699485
MHK,8552,111,109,136,627,0,861,0.10067820392890552
