ticker,rows,jump_count,drop_count,volume_spike_count,volatility_shock_count,regime_shift_count,event_count,event_rate
CMG,5069,96,96,189,539,0,697,0.13750246596961926
COF,7887,123,138,184,625,0,834,0.10574362875618105
COP,9121,122,160,227,759,0,1055,0.11566714176077185
COST,9121,146,134,243,716,0,961,0.10536125424843767
CPB,9121,158,174,279,791,0,1090,0.1195044403025984
CRM,5471,82,100,193,468,0,657,0.12008773533174923
CSCO,9088,139,172,264,841,0,1112,0.12235915492957747
CVS,9121,159,155,221,749,0,1002,0.1098563753974345
CVX,9121,118,170,227,706,0,992,0.10876000438548404
DE,9121,141,149,258,730,0,990,0.10854073018309396
DHI,8507,143,117,163,696,0,899,0.105677677207006
DHR,9121,156,158,196,751,0,1007,0.11040456090340971
DIS,9121,169,167,311,791,0,1110,0.12169718232649929
DLTR,7812,148,126,207,671,0,872,0.11162314388120839
DUK,9121,131,156,242,645,0,969,0.10623835105799803
EL,7633,144,124,213,725,0,929,0.12170837154460894
EMR,9121,142,147,203,677,0,936,0.10262032671856156
EXPE,5199,82,78,166,493,0,637,0.12252356222350452
FDX,9121,180,153,273,759,0,1055,0.11566714176077185
GE,9121,162,145,317,709,0,1013,0.11106238351057998
GILD,8601,147,144,228,707,0,944,0.10975467968840832
GM,3856,67,78,104,279,0,406,0.10529045643153527
GOOG,5431,91,110,197,499,0,675,0.12428650340637083
GOOGL,5431,90,104,204,499,0,671,0.12354999079359234
GS,6762,98,116,192,546,0,739,0.10928719313812482
HD,9121,160,161,268,815,0,1077,0.11807915798706282
HON,9121,165,168,229,788,0,1047,0.11479004495121149
IBM,9121,164,171,312,836,0,1132,0.12410919855279026
INTC,9121,137,160,247,732,0,989,0.10843109308189891
INTU,8313,131,159,206,726,0,951,0.1143991338866835
ISRG,6478,124,122,228,617,0,827,0.12766285890707008
JNJ,9121,139,165,253,780,0,1040,0.11402258524284618
JPM,9121,153,152,260,717,0,1010,0.11073347220699485
KEYS,2871,42,64,102,306,0,410,0.14280738418669453
KO,9121,155,153,272,731,0,1033,0.11325512553448087
KVUE,722,10,14,17,79,0,99,0.1371191135734072
LEN,9121,189,136,221,681,0,981,0.10755399627233855
LIN,8499,141,149,189,644,0,913,0.10742440287092599
LLY,9121,152,171,253,788,0,1051,0.11522859335599167
LMT,9121,157,173,240,760,0,1068,0.11709242407630742
LNT,9121,128,174,270,685,0,1054,0.1155575046595768
LOW,9121,157,152,236,790,0,1043,0.11435149654643131
LULU,4692,87,86,184,450,0,608,0.12958226768968456
LW,2351,38,57,86,233,0,316,0.1344108889834113
MA,4986,75,107,148,456,0,610,0.12234255916566386
MAR,7043,114,135,181,594,0,817,0.11600170381939515
MCD,9121,147,149,259,715,0,988,0.10832145598070388
META,3479,44,76,142,336,0,459,0.13193446392641564
MGM,9121,178,149,216,749,0,1016,0.11139129481416511
MHK,8552,153,135,212,716,0,959,0.11213751169317118
MMM,9121,150,164,270,772,0,1058,0.11599605306435698
MO,9121,133,199,300,816,0,1122,0.12301282754083982
MRK,9121,152,159,281,774,0,1055,0.11566714176077185
MSFT,9121,162,154,259,819,0,1082,0.11862734349303804
MU,9121,154,132,215,696,0,956,0.10481306874246245
NFLX,5995,109,105,214,567,0,755,0.12593828190158465
NVDA,6832,114,103,192,604,0,793,0.11607142857142858
ORCL,9121,160,174,341,844,0,1154,0.12652121477908124
PG,9121,144,163,264,764,0,1052,0.1153382304571867
PHM,9121,172,147,169,696,0,954,0.10459379454007237
PLTR,1374,26,25,52,129,0,169,0.12299854439592431
PM,4532,70,105,133,423,0,576,0.12709620476610767
RCL,8281,158,134,186,677,0,898,0.10844100953991063
ROST,9121,162,155,218,760,0,1022,0.11204911742133537
RTX,9121,152,173,216,734,0,1002,0.1098563753974345
STZ,8563,148,165,236,736,0,990,0.11561368679201214
TGT,9121,153,167,222,773,0,1040,0.11402258524284618
TMO,9121,172,151,200,790,0,1048,0.11489968205240654
TMUS,4761,76,102,150,486,0,617,0.12959462297836588
TSLA,3956,65,70,123,321,0,422,0.10667340748230536
UNH,9121,146,174,255,766,0,1053,0.11544786755838175
V,4530,60,94,131,387,0,523,0.11545253863134658
VLTO,617,8,8,18,62,0,80,0.12965964343598055
WFC,9121,150,148,232,695,0,969,0.10623835105799803
WMT,9121,147,146,277,769,0,1036,0.113584036838066
XOM,9121,117,158,237,710,0,995,0.10908891568906919
