ticker,rows,jump_count,drop_count,volume_spike_count,volatility_shock_count,regime_shift_count,event_count,event_rate
A,6623,100,122,149,560,0,757,0.11429865619809754
AAPL,9121,144,157,249,814,0,1064,0.11665387567152724
ABBV,3324,46,73,95,278,0,390,0.11732851985559567
ABNB,1324,20,19,49,117,0,165,0.12462235649546828
ABT,9121,137,141,229,800,0,1059,0.11610569016555203
ACN,6204,99,115,181,538,0,730,0.11766602192134107
ADBE,9121,135,149,255,799,0,1044,0.11446113364762636
AES,8746,119,147,163,713,0,944,0.10793505602561171
AFL,9121,138,153,191,795,0,1038,0.11380331104045609
AKAM,6637,107,112,182,669,0,842,0.12686454723519663
ALB,8073,129,133,191,735,0,954,0.11817168338907469
ALGN,6322,108,110,175,645,0,809,0.12796583359696298
ALL,8256,124,140,173,686,0,897,0.10864825581395349
ALLE,3102,44,60,65,310,0,394,0.1270148291424887
AMD,9121,165,151,236,811,0,1083,0.11873698059423309
AMZN,7257,116,110,241,731,0,927,0.12773873501446878
AOS,9121,152,141,207,711,2,985,0.10799254467711873
APD,9121,136,149,176,717,0,950,0.10415524613529219
APTV,3604,49,80,82,311,0,425,0.1179245283018868
ARE,7249,100,149,165,598,0,820,0.11311905090357291
AVGO,4181,74,70,144,382,0,525,0.12556804592202822
AXP,9121,138,162,211,808,0,1047,0.11479004495121149
BAC,9121,140,164,227,771,0,1040,0.11402258524284618
BBY,9121,153,164,269,849,0,1091,0.11961407740379344
BK,9121,153,167,183,739,0,1017,0.11150093191536016
BKNG,6785,110,116,210,712,0,898,0.13235077376565954
BLDR,5215,99,83,136,414,0,593,0.1137104506232023
BLK,6657,107,118,166,545,0,757,0.11371488658554904
BMY,9121,133,156,236,810,0,1059,0.11610569016555203
C,9121,150,149,240,739,0,1012,0.11095274640938493
CAT,9121,152,153,215,784,0,1010,0.11073347220699485
CCL,9121,154,140,218,761,0,1017,0.11150093191536016
CL,9121,124,146,205,690,0,944,0.10349742352812191
CLX,9121,147,150,231,845,0,1096,0.12016226290976867
CMCSA,9121,146,141,203,691,0,944,0.10349742352812191
CMG,5069,85,86,175,543,0,687,0.13552969027421582
COF,7887,115,125,167,669,0,863,0.1094205654875111
COP,9121,106,159,204,750,0,1024,0.11226839162372547
COST,9121,135,129,231,732,0,978,0.10722508496875342
CPB,9121,162,155,262,807,0,1100,0.12060081131454885
CRM,5471,79,92,186,462,0,638,0.11661487845000913
CSCO,9088,125,157,245,861,0,1109,0.12202904929577464
CVS,9121,143,150,190,717,0,957,0.1049227058436575
CVX,9121,119,158,197,672,0,943,0.10338778642692688
DE,9121,134,149,219,735,0,989,0.10843109308189891
DHI,8507,127,117,149,736,0,932,0.10955683554719643
DHR,9121,155,151,173,745,0,1002,0.1098563753974345
DIS,9121,140,150,260,812,0,1084,0.11884661769542813
DLTR,7812,129,122,188,692,0,882,0.11290322580645161
DUK,9121,115,150,216,666,0,971,0.10645762526038811
EL,7633,139,124,192,795,0,989,0.12956897681121446
EMR,9121,138,139,175,654,0,900,0.09867339107553996
EXPE,5199,74,80,149,509,0,647,0.12444700904020004
FDX,9121,155,142,256,728,0,1019,0.11172020611775024
GE,9121,142,144,278,691,0,985,0.10799254467711873
GILD,8601,141,122,199,728,0,948,0.11021974189047785
GM,3856,59,75,101,292,0,413,0.1071058091286307
GOOG,5431,89,100,184,499,0,668,0.12299760633400847
GOOGL,5431,85,97,186,492,0,655,0.12060394034247837
GS,6762,88,109,172,494,0,691,0.10218870156758356
HD,9121,134,146,241,780,0,1027,0.1125973029273106
HON,9121,145,157,204,787,0,1014,0.11117202061177503
IBM,9121,150,146,284,836,0,1105,0.12114899682052406
INTC,9121,133,143,216,741,0,990,0.10854073018309396
INTU,8313,122,145,186,750,0,952,0.11451942740286299
ISRG,6478,112,112,210,620,0,818,0.1262735412164248
JNJ,9121,129,157,242,809,0,1086,0.11906589189781822
JPM,9121,138,155,237,710,0,983,0.10777327047472865
KEYS,2871,37,53,89,292,0,378,0.13166144200626959
KO,9121,139,138,250,745,0,1032,0.11314548843328583
KVUE,722,12,15,18,71,0,100,0.13850415512465375
LEN,9121,183,120,204,723,0,1015,0.11128165771297006
LIN,8499,137,130,171,658,0,900,0.10589481115425343
LLY,9121,148,152,238,786,0,1052,0.1153382304571867
LMT,9121,146,163,224,765,0,1048,0.11489968205240654
LNT,9121,115,160,252,660,0,1010,0.11073347220699485
LOW,9121,146,147,212,795,0,1032,0.11314548843328583
LULU,4692,73,80,170,487,0,626,0.13341858482523444
LW,2351,28,44,79,232,0,304,0.12930667800935772
MA,4986,75,100,131,474,0,619,0.12414761331728841
MAR,7043,112,136,154,612,0,815,0.11571773392020446
MCD,9121,129,136,228,685,0,937,0.1027299638197566
META,3479,41,71,126,335,0,453,0.13020983041103765
MGM,9121,167,127,188,782,0,1018,0.11161056901655521
MHK,8552,138,128,189,722,0,950,0.11108512628624884
MMM,9121,133,153,240,768,0,1045,0.1145707707488214
MO,9121,122,186,270,833,0,1120,0.12279355333844973
MRK,9121,139,148,273,788,0,1059,0.11610569016555203
MSFT,9121,142,140,219,821,0,1061,0.11632496436794211
MU,9121,131,129,199,685,0,935,0.10251068961736652
NFLX,5995,100,101,205,608,0,793,0.1322768974145121
NVDA,6832,113,103,173,591,0,782,0.11446135831381733
ORCL,9121,141,161,311,893,0,1174,0.12871395680298212
PG,9121,125,151,250,714,0,993,0.10886964148667909
PHM,9121,152,136,164,647,0,900,0.09867339107553996
PLTR,1374,25,18,47,139,0,170,0.12372634643377002
PM,4532,61,104,116,404,0,549,0.12113857016769639
RCL,8281,143,131,182,705,0,910,0.10989010989010989
ROST,9121,144,137,201,763,0,1005,0.11018528670101962
RTX,9121,135,160,208,711,0,975,0.10689617366516829
STZ,8563,144,144,216,757,0,999,0.11666472030830316
TGT,9121,144,161,210,813,0,1074,0.1177502466834777
TMO,9121,170,148,185,767,0,1021,0.11193948032014034
TMUS,4761,76,90,128,428,0,564,0.11846250787649654
TSLA,3956,61,67,101,339,0,437,0.11046511627906977
UNH,9121,136,165,228,702,0,985,0.10799254467711873
V,4530,61,89,126,411,0,544,0.12008830022075055
VLTO,617,7,6,19,56,0,78,0.12641815235008103
WFC,9121,132,147,206,686,0,949,0.10404560903409714
WMT,9121,132,142,250,780,0,1031,0.11303585133209078
XOM,9121,118,141,233,704,0,995,0.10908891568906919
