ticker,rows,jump_count,drop_count,volume_spike_count,volatility_shock_count,regime_shift_count,event_count,event_rate
NFLX,5995,93,97,196,570,0,764,0.1274395329441201
NVDA,6832,110,92,154,588,0,766,0.11211943793911007
ORCL,9121,131,145,286,869,0,1138,0.12476702115996054
PG,9121,121,143,236,674,0,952,0.10437452033768227
PHM,9121,145,135,156,705,0,949,0.10404560903409714
PLTR,1374,22,18,43,149,0,177,0.12882096069868995
PM,4532,58,94,109,426,0,562,0.12400706090026478
RCL,8281,136,130,167,701,0,911,0.1100108682526265
ROST,9121,137,126,187,752,0,974,0.10678653656397324
RTX,9121,125,144,182,767,0,1001,0.10974673829623945
STZ,8563,134,139,195,754,0,987,0.1152633422865818
TGT,9121,134,146,202,752,0,1015,0.11128165771297006
TMO,9121,154,136,175,799,0,1028,0.11270694002850565
TMUS,4761,70,83,125,411,0,549,0.11531190926275993
TSLA,3956,54,68,99,310,0,413,0.10439838220424671
UNH,9121,123,156,210,722,0,958,0.10503234294485254
V,4530,54,85,117,408,0,535,0.11810154525386314
VLTO,617,6,7,15,55,0,73,0.11831442463533225
WFC,9121,120,139,192,698,0,949,0.10404560903409714
WMT,9121,124,148,238,791,0,1034,0.11336476263567591
XOM,9121,113,136,223,717,0,1001,0.10974673829623945
